200 39800
2 128 4
2 129 2
2 130 10
2 131 3
2 132 10
2 133 1
2 134 8
2 135 7
2 136 3
2 137 3
2 138 7
2 139 1
2 140 6
2 141 6
2 142 1
2 143 7
2 144 4
2 145 8
2 146 7
2 147 3
2 148 7
2 149 2
2 150 10
2 151 5
2 152 4
2 153 1
2 154 4
2 155 1
2 156 5
2 157 2
2 158 4
2 159 3
2 160 8
2 161 7
2 162 3
2 163 4
2 164 5
2 165 1
2 166 1
2 167 9
2 168 10
2 169 1
2 170 7
2 171 4
2 172 9
2 173 4
2 174 6
2 175 4
2 176 9
2 177 5
2 178 5
2 179 5
2 180 10
2 181 1
2 182 6
2 183 4
2 184 1
2 185 1
2 186 8
2 187 10
2 188 9
2 189 10
2 190 5
2 191 2
2 192 9
2 193 1
2 194 3
2 195 4
2 196 8
2 197 7
2 198 2
2 199 10
2 200 7
3 1 9
3 2 4
3 4 3
3 5 3
3 6 10
3 7 6
3 8 7
3 9 7
3 10 6
3 11 3
3 12 10
3 13 4
3 14 9
3 15 6
3 16 9
3 17 8
3 18 5
3 19 4
3 20 3
3 21 7
3 22 9
3 23 8
3 24 2
3 25 3
3 26 1
3 27 5
3 28 3
3 29 6
3 30 2
3 31 3
3 32 6
3 33 9
3 34 6
3 35 1
3 36 10
3 37 6
3 38 7
3 39 7
3 40 4
3 41 5
3 42 5
3 43 7
3 44 5
3 45 1
3 46 8
3 47 1
3 48 4
3 49 3
3 50 1
3 51 8
3 52 10
3 53 3
3 54 10
3 55 5
3 56 3
3 57 9
3 58 9
3 59 9
3 60 8
3 61 4
3 62 10
3 63 3
3 64 3
3 65 10
3 66 8
3 67 5
3 68 8
3 69 10
3 70 4
3 71 2
3 72 3
3 73 10
3 74 2
3 75 10
3 76 9
3 77 9
3 78 9
3 79 6
3 80 1
3 81 8
3 82 3
3 83 2
3 84 5
3 85 5
3 86 5
3 87 2
3 88 5
3 89 2
3 90 8
3 91 9
3 92 9
3 93 3
3 94 2
3 95 3
3 96 6
3 97 7
3 98 6
3 99 7
3 100 6
3 101 6
3 102 1
3 103 7
3 104 7
3 105 8
3 106 8
3 107 5
3 108 7
3 109 7
3 110 2
3 111 2
3 112 8
3 113 4
3 114 2
3 115 2
3 116 10
3 117 5
3 118 4
3 119 2
3 120 2
3 121 2
3 122 1
3 123 3
3 124 8
3 125 6
3 126 7
3 127 9
3 128 2
3 129 7
3 130 7
3 131 2
3 132 6
3 133 10
3 134 8
3 135 1
3 136 9
3 137 9
3 138 1
3 139 7
3 140 2
3 141 3
3 142 9
3 143 7
3 144 6
3 145 5
3 146 3
3 147 2
3 148 2
3 149 10
3 150 7
3 151 3
3 152 2
3 153 6
3 154 9
3 155 3
3 156 8
3 157 4
3 158 5
3 159 5
3 160 9
3 161 1
3 162 2
3 163 6
3 164 8
3 165 10
3 166 5
3 167 5
3 168 5
3 169 2
3 170 9
3 171 1
3 172 6
3 173 3
3 174 10
3 175 6
3 176 4
3 177 7
3 178 9
3 179 7
3 180 4
3 181 9
3 182 10
3 183 10
3 184 3
3 185 3
3 186 4
3 187 7
3 188 10
3 189 1
3 190 7
3 191 3
3 192 2
3 193 5
3 194 4
3 195 10
3 196 9
3 197 1
3 198 6
3 199 5
3 200 3
4 1 4
4 2 7
4 3 7
4 5 4
4 6 8
4 7 3
4 8 4
4 9 8
4 10 4
4 11 6
4 12 1
4 13 6
4 14 10
4 15 9
4 16 7
4 17 4
4 18 2
4 19 6
4 20 1
4 21 2
4 22 5
4 23 10
4 24 3
4 25 10
4 26 10
4 27 4
4 28 6
4 29 7
4 30 7
4 31 3
4 32 10
4 33 8
4 34 2
4 35 7
4 36 10
4 37 7
4 38 2
4 39 2
4 40 8
4 41 10
4 42 2
4 43 1
4 44 4
4 45 4
4 46 3
4 47 2
4 48 2
4 49 10
4 50 3
4 51 4
4 52 8
4 53 10
4 54 4
4 55 4
4 56 7
4 57 7
4 58 5
4 59 9
4 60 2
4 61 6
4 62 10
4 63 2
4 64 2
4 65 3
4 66 5
4 67 8
4 68 2
4 69 8
4 70 8
4 71 3
4 72 3
4 73 6
4 74 1
4 75 10
4 76 6
4 77 3
4 78 6
4 79 2
4 80 4
4 81 5
4 82 10
4 83 3
4 84 2
4 85 7
4 86 4
4 87 1
4 88 6
4 89 1
4 90 2
4 91 2
4 92 10
4 93 8
4 94 10
4 95 6
4 96 1
4 97 5
4 98 7
4 99 8
4 100 3
4 101 9
4 102 8
4 103 4
4 104 2
4 105 4
4 106 9
4 107 8
4 108 1
4 109 10
4 110 1
4 111 4
4 112 1
4 113 1
4 114 3
4 115 3
4 116 7
4 117 7
4 118 4
4 119 1
4 120 5
4 121 9
4 122 2
4 123 10
4 124 8
4 125 3
4 126 9
4 127 2
4 128 1
4 129 8
4 130 9
4 131 2
4 132 5
4 133 4
4 134 2
4 135 9
4 136 3
4 137 4
4 138 3
4 139 3
4 140 6
4 141 1
4 142 9
4 143 2
4 144 4
4 145 2
4 146 7
4 147 10
4 148 4
4 149 5
4 150 1
4 151 6
4 152 8
4 153 8
4 154 10
4 155 6
4 156 5
4 157 7
4 158 2
4 159 10
4 160 2
4 161 6
4 162 4
4 163 4
4 164 6
4 165 9
4 166 3
4 167 4
4 168 1
4 169 3
4 170 2
4 171 4
4 172 5
4 173 4
4 174 9
4 175 5
4 176 1
4 177 4
4 178 8
4 179 1
4 180 5
4 181 3
4 182 4
4 183 9
4 184 7
4 185 10
4 186 2
4 187 5
4 188 1
4 189 2
4 190 6
4 191 7
4 192 3
4 193 2
4 194 2
4 195 7
4 196 1
4 197 8
4 198 2
4 199 9
4 200 3
5 1 3
5 2 1
5 3 6
5 4 8
5 6 3
5 7 10
5 8 5
5 9 3
5 10 7
5 11 10
5 12 5
5 13 7
5 14 5
5 15 5
5 16 1
5 17 1
5 18 6
5 19 9
5 20 6
5 21 4
5 22 4
5 23 1
5 24 9
5 25 6
5 26 9
5 27 2
5 28 4
5 29 8
5 30 8
5 31 2
5 32 4
5 33 7
5 34 9
5 35 5
5 36 6
5 37 3
5 38 9
5 39 8
5 40 7
5 41 1
5 42 8
5 43 4
5 44 3
5 45 9
5 46 2
5 47 2
5 48 10
5 49 10
5 50 6
5 51 2
5 52 4
5 53 7
5 54 9
5 55 5
5 56 7
5 57 10
5 58 2
5 59 9
5 60 6
5 61 7
5 62 5
5 63 8
5 64 3
5 65 9
5 66 10
5 67 8
5 68 5
5 69 10
5 70 9
5 71 7
5 72 9
5 73 3
5 74 4
5 75 9
5 76 5
5 77 9
5 78 4
5 79 3
5 80 5
5 81 1
5 82 8
5 83 1
5 84 9
5 85 3
5 86 7
5 87 2
5 88 7
5 89 2
5 90 7
5 91 1
5 92 6
5 93 2
5 94 6
5 95 5
5 96 5
5 97 10
5 98 4
5 99 10
5 100 8
5 101 7
5 102 5
5 103 3
5 104 4
5 105 2
5 106 1
5 107 2
5 108 6
5 109 5
5 110 8
5 111 7
5 112 1
5 113 5
5 114 6
5 115 3
5 116 8
5 117 2
5 118 6
5 119 6
5 120 4
5 121 5
5 122 2
5 123 7
5 124 3
5 125 7
5 126 3
5 127 8
5 128 4
5 129 2
5 130 2
5 131 9
5 132 2
5 133 5
5 134 9
5 135 7
5 136 2
5 137 7
5 138 3
5 139 2
5 140 2
5 141 8
5 142 3
5 143 9
5 144 4
5 145 8
5 146 4
5 147 5
5 148 7
5 149 1
5 150 5
5 151 2
5 152 4
5 153 6
5 154 8
5 155 2
5 156 8
5 157 5
5 158 2
5 159 1
5 160 1
5 161 8
5 162 7
5 163 1
5 164 10
5 165 8
5 166 10
5 167 4
5 168 3
5 169 9
5 170 7
5 171 7
5 172 10
5 173 6
5 174 5
5 175 6
5 176 5
5 177 1
5 178 10
5 179 7
5 180 4
5 181 8
5 182 6
5 183 1
5 184 9
5 185 7
5 186 9
5 187 4
5 188 4
5 189 10
5 190 2
5 191 2
5 192 2
5 193 1
5 194 9
5 195 1
5 196 3
5 197 4
5 198 10
5 199 1
5 200 9
6 1 5
6 2 10
6 3 3
6 4 6
6 5 7
6 7 8
6 8 6
6 9 4
6 10 1
6 11 4
6 12 6
6 13 4
6 14 9
6 15 9
6 16 1
6 17 7
6 18 9
6 19 2
6 20 8
6 21 10
6 22 4
6 23 1
6 24 4
6 25 10
6 26 1
6 27 8
6 28 8
6 29 2
6 30 7
6 31 5
6 32 4
6 33 4
6 34 9
6 35 3
6 36 9
6 37 5
6 38 5
6 39 8
6 40 3
6 41 7
6 42 5
6 43 8
6 44 3
6 45 9
6 46 4
6 47 7
6 48 9
6 49 2
6 50 7
6 51 8
6 52 5
6 53 5
6 54 9
6 55 2
6 56 4
6 57 7
6 58 1
6 59 5
6 60 10
6 61 6
6 62 1
6 63 3
6 64 9
6 65 8
6 66 4
6 67 10
6 68 9
6 69 2
6 70 6
6 71 4
6 72 5
6 73 4
6 74 2
6 75 10
6 76 3
6 77 1
6 78 6
6 79 6
6 80 8
6 81 8
6 82 10
6 83 3
6 84 9
6 85 2
6 86 9
6 87 10
6 88 6
6 89 1
6 90 9
6 91 1
6 92 6
6 93 5
6 94 5
6 95 4
6 96 6
6 97 3
6 98 8
6 99 9
6 100 7
6 101 10
6 102 4
6 103 1
6 104 2
6 105 4
6 106 7
6 107 1
6 108 5
6 109 3
6 110 3
6 111 8
6 112 9
6 113 7
6 114 7
6 115 2
6 116 5
6 117 3
6 118 8
6 119 10
6 120 1
6 121 10
6 122 1
6 123 4
6 124 8
6 125 4
6 126 7
6 127 6
6 128 5
6 129 7
6 130 1
6 131 7
6 132 5
6 133 10
6 134 1
6 135 3
6 136 7
6 137 7
6 138 1
6 139 3
6 140 1
6 141 8
6 142 5
6 143 7
6 144 2
6 145 7
6 146 6
6 147 7
6 148 10
6 149 5
6 150 7
6 151 7
6 152 4
6 153 9
6 154 1
6 155 4
6 156 1
6 157 3
6 158 9
6 159 5
6 160 1
6 161 6
6 162 9
6 163 9
6 164 4
6 165 5
6 166 6
6 167 8
6 168 3
6 169 10
6 170 4
6 171 7
6 172 3
6 173 3
6 174 6
6 175 3
6 176 1
6 177 8
6 178 8
6 179 1
6 180 7
6 181 10
6 182 4
6 183 4
6 184 4
6 185 5
6 186 1
6 187 2
6 188 2
6 189 5
6 190 5
6 191 7
6 192 3
6 193 4
6 194 4
6 195 5
6 196 1
6 197 8
6 198 7
6 199 6
6 200 2
7 1 5
7 2 5
7 3 2
7 4 10
7 5 5
7 6 2
7 8 4
7 9 10
7 10 4
7 11 4
7 12 5
7 13 2
7 14 9
7 15 7
7 16 1
7 17 3
7 18 4
7 19 10
7 20 1
7 21 6
7 22 6
7 23 7
7 24 8
7 25 5
7 26 3
7 27 1
7 28 6
7 29 5
7 30 10
7 31 4
7 32 2
7 33 10
7 34 7
7 35 1
7 36 10
7 37 5
7 38 1
7 39 2
7 40 5
7 41 10
7 42 8
7 43 5
7 44 3
7 45 10
7 46 10
7 47 7
7 48 10
7 49 3
7 50 8
7 51 4
7 52 7
7 53 6
7 54 7
7 55 8
7 56 8
7 57 7
7 58 10
7 59 4
7 60 10
7 61 8
7 62 2
7 63 10
7 64 7
7 65 5
7 66 4
7 67 5
7 68 8
7 69 7
7 70 2
7 71 5
7 72 10
7 73 5
7 74 4
7 75 2
7 76 7
7 77 8
7 78 10
7 79 1
7 80 5
7 81 10
7 82 6
7 83 6
7 84 3
7 85 10
7 86 6
7 87 2
7 88 5
7 89 5
7 90 9
7 91 2
7 92 5
7 93 3
7 94 9
7 95 5
7 96 3
7 97 3
7 98 3
7 99 9
7 100 4
7 101 2
7 102 4
7 103 1
7 104 5
7 105 3
7 106 9
7 107 5
7 108 4
7 109 4
7 110 10
7 111 1
7 112 10
7 113 7
7 114 5
7 115 3
7 116 4
7 117 4
7 118 9
7 119 3
7 120 6
7 121 5
7 122 7
7 123 10
7 124 3
7 125 5
7 126 4
7 127 10
7 128 4
7 129 7
7 130 6
7 131 6
7 132 8
7 133 7
7 134 6
7 135 9
7 136 3
7 137 9
7 138 1
7 139 7
7 140 9
7 141 3
7 142 9
7 143 6
7 144 1
7 145 8
7 146 5
7 147 6
7 148 10
7 149 1
7 150 9
7 151 7
7 152 5
7 153 2
7 154 10
7 155 3
7 156 6
7 157 4
7 158 3
7 159 1
7 160 7
7 161 3
7 162 1
7 163 10
7 164 2
7 165 7
7 166 6
7 167 8
7 168 8
7 169 9
7 170 7
7 171 3
7 172 4
7 173 4
7 174 10
7 175 6
7 176 4
7 177 3
7 178 9
7 179 6
7 180 6
7 181 6
7 182 6
7 183 4
7 184 2
7 185 4
7 186 9
7 187 8
7 188 2
7 189 9
7 190 3
7 191 8
7 192 7
7 193 9
7 194 10
7 195 9
7 196 4
7 197 8
7 198 1
7 199 10
7 200 6
8 1 5
8 2 1
8 3 4
8 4 10
8 5 9
8 6 6
8 7 7
8 9 2
8 10 1
8 11 6
8 12 9
8 13 4
8 14 8
8 15 6
8 16 3
8 17 4
8 18 3
8 19 8
8 20 3
8 21 8
8 22 5
8 23 6
8 24 5
8 25 10
8 26 10
8 27 5
8 28 5
8 29 10
8 30 7
8 31 1
8 32 4
8 33 10
8 34 8
8 35 6
8 36 5
8 37 1
8 38 7
8 39 2
8 40 1
8 41 5
8 42 2
8 43 4
8 44 4
8 45 2
8 46 6
8 47 9
8 48 10
8 49 8
8 50 4
8 51 2
8 52 9
8 53 7
8 54 4
8 55 5
8 56 9
8 57 8
8 58 8
8 59 5
8 60 7
8 61 3
8 62 1
8 63 5
8 64 7
8 65 1
8 66 4
8 67 5
8 68 8
8 69 3
8 70 7
8 71 5
8 72 5
8 73 9
8 74 8
8 75 2
8 76 8
8 77 4
8 78 8
8 79 5
8 80 7
8 81 4
8 82 5
8 83 6
8 84 9
8 85 6
8 86 3
8 87 8
8 88 4
8 89 9
8 90 4
8 91 6
8 92 9
8 93 6
8 94 7
8 95 7
8 96 3
8 97 9
8 98 9
8 99 6
8 100 4
8 101 8
8 102 1
8 103 8
8 104 3
8 105 5
8 106 3
8 107 2
8 108 4
8 109 8
8 110 5
8 111 9
8 112 8
8 113 8
8 114 3
8 115 10
8 116 1
8 117 1
8 118 7
8 119 8
8 120 5
8 121 6
8 122 2
8 123 7
8 124 10
8 125 7
8 126 5
8 127 6
8 128 10
8 129 2
8 130 2
8 131 1
8 132 7
8 133 9
8 134 4
8 135 8
8 136 1
8 137 3
8 138 6
8 139 4
8 140 3
8 141 8
8 142 2
8 143 1
8 144 1
8 145 6
8 146 4
8 147 10
8 148 8
8 149 6
8 150 2
8 151 6
8 152 4
8 153 10
8 154 8
8 155 5
8 156 10
8 157 2
8 158 6
8 159 2
8 160 4
8 161 9
8 162 3
8 163 6
8 164 3
8 165 5
8 166 5
8 167 2
8 168 1
8 169 7
8 170 4
8 171 7
8 172 3
8 173 7
8 174 1
8 175 5
8 176 10
8 177 3
8 178 4
8 179 10
8 180 4
8 181 10
8 182 5
8 183 5
8 184 5
8 185 3
8 186 6
8 187 10
8 188 1
8 189 9
8 190 1
8 191 4
8 192 7
8 193 7
8 194 10
8 195 5
8 196 6
8 197 3
8 198 9
8 199 10
8 200 5
9 1 5
9 2 7
9 3 7
9 4 5
9 5 4
9 6 6
9 7 8
9 8 7
9 10 6
9 11 5
9 12 4
9 13 10
9 14 9
9 15 5
9 16 5
9 17 3
9 18 1
9 19 8
9 20 4
9 21 8
9 22 8
9 23 10
9 24 9
9 25 10
9 26 2
9 27 5
9 28 8
9 29 2
9 30 8
9 31 8
9 32 5
9 33 8
9 34 1
9 35 2
9 36 7
9 37 6
9 38 5
9 39 8
9 40 9
9 41 5
9 42 1
9 43 3
9 44 6
9 45 6
9 46 10
9 47 9
9 48 4
9 49 6
9 50 5
9 51 9
9 52 3
9 53 7
9 54 5
9 55 3
9 56 8
9 57 7
9 58 2
9 59 1
9 60 3
9 61 8
9 62 10
9 63 6
9 64 9
9 65 4
9 66 5
9 67 6
9 68 9
9 69 9
9 70 8
9 71 9
9 72 7
9 73 6
9 74 8
9 75 5
9 76 4
9 77 8
9 78 6
9 79 3
9 80 1
9 81 2
9 82 2
9 83 4
9 84 9
9 85 9
9 86 3
9 87 3
9 88 2
9 89 10
9 90 10
9 91 9
9 92 10
9 93 6
9 94 10
9 95 8
9 96 3
9 97 7
9 98 8
9 99 8
9 100 1
9 101 5
9 102 3
9 103 3
9 104 2
9 105 10
9 106 4
9 107 1
9 108 5
9 109 3
9 110 1
9 111 9
9 112 9
9 113 1
9 114 6
9 115 1
9 116 2
9 117 2
9 118 9
9 119 4
9 120 4
9 121 7
9 122 10
9 123 8
9 124 9
9 125 5
9 126 8
9 127 4
9 128 7
9 129 7
9 130 10
9 131 5
9 132 7
9 133 6
9 134 4
9 135 8
9 136 9
9 137 4
9 138 6
9 139 10
9 140 4
9 141 9
9 142 10
9 143 3
9 144 8
9 145 9
9 146 7
9 147 4
9 148 6
9 149 3
9 150 5
9 151 6
9 152 5
9 153 3
9 154 8
9 155 2
9 156 7
9 157 6
9 158 5
9 159 2
9 160 2
9 161 6
9 162 7
9 163 10
9 164 3
9 165 1
9 166 7
9 167 6
9 168 7
9 169 8
9 170 10
9 171 6
9 172 5
9 173 7
9 174 7
9 175 10
9 176 6
9 177 4
9 178 5
9 179 3
9 180 7
9 181 7
9 182 7
9 183 9
9 184 2
9 185 6
9 186 3
9 187 4
9 188 1
9 189 7
9 190 2
9 191 8
9 192 2
9 193 10
9 194 9
9 195 8
9 196 7
9 197 3
9 198 9
9 199 1
9 200 1
10 1 1
10 2 10
10 3 9
10 4 1
10 5 3
10 6 9
10 7 8
10 8 2
10 9 2
10 11 9
10 12 4
10 13 1
10 14 2
10 15 3
10 16 7
10 17 4
10 18 1
10 19 8
10 20 3
10 21 1
10 22 1
10 23 1
10 24 10
10 25 7
10 26 10
10 27 1
10 28 5
10 29 2
10 30 1
10 31 6
10 32 1
10 33 7
10 34 9
10 35 8
10 36 4
10 37 4
10 38 10
10 39 6
10 40 7
10 41 9
10 42 8
10 43 6
10 44 6
10 45 4
10 46 7
10 47 3
10 48 10
10 49 1
10 50 9
10 51 1
10 52 1
10 53 2
10 54 10
10 55 9
10 56 8
10 57 2
10 58 2
10 59 10
10 60 3
10 61 2
10 62 4
10 63 9
10 64 10
10 65 7
10 66 2
10 67 9
10 68 7
10 69 1
10 70 7
10 71 2
10 72 10
10 73 2
10 74 4
10 75 6
10 76 5
10 77 6
10 78 3
10 79 7
10 80 7
10 81 2
10 82 9
10 83 6
10 84 4
10 85 6
10 86 3
10 87 8
10 88 2
10 89 2
10 90 4
10 91 8
10 92 4
10 93 6
10 94 7
10 95 9
10 96 8
10 97 8
10 98 2
10 99 2
10 100 8
10 101 10
10 102 10
10 103 1
10 104 6
10 105 3
10 106 2
10 107 1
10 108 10
10 109 10
10 110 3
10 111 4
10 112 7
10 113 5
10 114 8
10 115 1
10 116 8
10 117 1
10 118 4
10 119 6
10 120 2
10 121 6
10 122 10
10 123 6
10 124 2
10 125 6
10 126 5
10 127 6
10 128 5
10 129 3
10 130 6
10 131 9
10 132 7
10 133 10
10 134 10
10 135 10
10 136 6
10 137 7
10 138 2
10 139 8
10 140 7
10 141 2
10 142 10
10 143 2
10 144 10
10 145 7
10 146 2
10 147 5
10 148 3
10 149 9
10 150 5
10 151 7
10 152 4
10 153 3
10 154 2
10 155 8
10 156 2
10 157 2
10 158 6
10 159 7
10 160 5
10 161 3
10 162 2
10 163 8
10 164 5
10 165 3
10 166 10
10 167 7
10 168 5
10 169 10
10 170 10
10 171 3
10 172 6
10 173 1
10 174 5
10 175 10
10 176 5
10 177 4
10 178 2
10 179 3
10 180 4
10 181 1
10 182 5
10 183 9
10 184 4
10 185 10
10 186 1
10 187 2
10 188 5
10 189 9
10 190 9
10 191 3
10 192 1
10 193 1
10 194 3
10 195 10
10 196 8
10 197 3
10 198 5
10 199 10
10 200 9
11 1 3
11 2 9
11 3 4
11 4 4
11 5 5
11 6 10
11 7 7
11 8 2
11 9 1
11 10 2
11 12 3
11 13 4
11 14 3
11 15 4
11 16 8
11 17 4
11 18 10
11 19 9
11 20 5
11 21 3
11 22 7
11 23 1
11 24 4
11 25 5
11 26 9
11 27 5
11 28 5
11 29 4
11 30 6
11 31 2
11 32 9
11 33 4
11 34 8
11 35 3
11 36 4
11 37 6
11 38 9
11 39 4
11 40 3
11 41 10
11 42 10
11 43 10
11 44 5
11 45 9
11 46 6
11 47 10
11 48 7
11 49 10
11 50 7
11 51 4
11 52 9
11 53 8
11 54 7
11 55 10
11 56 4
11 57 7
11 58 1
11 59 4
11 60 9
11 61 8
11 62 2
11 63 1
11 64 7
11 65 5
11 66 8
11 67 10
11 68 10
11 69 3
11 70 3
11 71 10
11 72 9
11 73 10
11 74 7
11 75 10
11 76 8
11 77 2
11 78 4
11 79 4
11 80 3
11 81 8
11 82 5
11 83 4
11 84 3
11 85 2
11 86 6
11 87 1
11 88 4
11 89 2
11 90 10
11 91 5
11 92 5
11 93 4
11 94 5
11 95 1
11 96 7
11 97 5
11 98 8
11 99 4
11 100 8
11 101 4
11 102 3
11 103 1
11 104 9
11 105 8
11 106 1
11 107 5
11 108 1
11 109 8
11 110 5
11 111 7
11 112 5
11 113 2
11 114 1
11 115 7
11 116 8
11 117 9
11 118 2
11 119 9
11 120 9
11 121 3
11 122 9
11 123 2
11 124 6
11 125 1
11 126 3
11 127 2
11 128 8
11 129 7
11 130 5
11 131 3
11 132 2
11 133 4
11 134 1
11 135 6
11 136 6
11 137 9
11 138 1
11 139 5
11 140 4
11 141 10
11 142 3
11 143 5
11 144 9
11 145 5
11 146 8
11 147 1
11 148 4
11 149 8
11 150 5
11 151 1
11 152 9
11 153 8
11 154 7
11 155 1
11 156 4
11 157 9
11 158 10
11 159 4
11 160 10
11 161 2
11 162 10
11 163 2
11 164 1
11 165 8
11 166 9
11 167 7
11 168 5
11 169 6
11 170 8
11 171 8
11 172 3
11 173 10
11 174 1
11 175 10
11 176 1
11 177 7
11 178 9
11 179 5
11 180 1
11 181 9
11 182 3
11 183 8
11 184 6
11 185 6
11 186 2
11 187 10
11 188 9
11 189 8
11 190 6
11 191 7
11 192 7
11 193 6
11 194 2
11 195 3
11 196 5
11 197 5
11 198 3
11 199 5
11 200 3
12 1 2
12 2 7
12 3 4
12 4 8
12 5 4
12 6 1
12 7 8
12 8 5
12 9 8
12 10 10
12 11 5
12 13 7
12 14 10
12 15 6
12 16 3
12 17 9
12 18 6
12 19 7
12 20 1
12 21 2
12 22 2
12 23 7
12 24 3
12 25 6
12 26 10
12 27 2
12 28 10
12 29 7
12 30 6
12 31 5
12 32 1
12 33 1
12 34 6
12 35 7
12 36 3
12 37 8
12 38 8
12 39 10
12 40 6
12 41 10
12 42 7
12 43 4
12 44 7
12 45 9
12 46 8
12 47 4
12 48 1
12 49 5
12 50 1
12 51 8
12 52 4
12 53 4
12 54 5
12 55 9
12 56 3
12 57 4
12 58 1
12 59 7
12 60 1
12 61 10
12 62 9
12 63 5
12 64 8
12 65 7
12 66 8
12 67 7
12 68 4
12 69 4
12 70 5
12 71 6
12 72 1
12 73 1
12 74 5
12 75 10
12 76 9
12 77 7
12 78 5
12 79 3
12 80 10
12 81 4
12 82 10
12 83 7
12 84 3
12 85 9
12 86 6
12 87 8
12 88 5
12 89 4
12 90 5
12 91 2
12 92 2
12 93 6
12 94 4
12 95 5
12 96 7
12 97 7
12 98 2
12 99 7
12 100 2
12 101 2
12 102 3
12 103 7
12 104 7
12 105 1
12 106 2
12 107 3
12 108 9
12 109 9
12 110 9
12 111 9
12 112 1
12 113 7
12 114 5
12 115 7
12 116 1
12 117 5
12 118 9
12 119 5
12 120 8
12 121 8
12 122 9
12 123 6
12 124 10
12 125 5
12 126 3
12 127 5
12 128 3
12 129 3
12 130 7
12 131 9
12 132 7
12 133 2
12 134 4
12 135 1
12 136 10
12 137 7
12 138 3
12 139 7
12 140 4
12 141 7
12 142 5
12 143 4
