100 9900
3 64 9
3 65 8
3 66 4
3 67 7
3 68 2
3 69 3
3 70 7
3 71 9
3 72 7
3 73 5
3 74 4
3 75 6
3 76 6
3 77 3
3 78 7
3 79 2
3 80 6
3 81 7
3 82 6
3 83 4
3 84 9
3 85 9
3 86 5
3 87 7
3 88 6
3 89 1
3 90 5
3 91 1
3 92 1
3 93 10
3 94 9
3 95 4
3 96 5
3 97 2
3 98 5
3 99 10
3 100 4
4 1 4
4 2 2
4 3 2
4 5 10
4 6 2
4 7 7
4 8 6
4 9 7
4 10 6
4 11 6
4 12 1
4 13 6
4 14 7
4 15 6
4 16 3
4 17 10
4 18 2
4 19 1
4 20 5
4 21 1
4 22 2
4 23 4
4 24 2
4 25 8
4 26 9
4 27 10
4 28 4
4 29 3
4 30 9
4 31 8
4 32 3
4 33 7
4 34 8
4 35 8
4 36 9
4 37 8
4 38 3
4 39 8
4 40 4
4 41 9
4 42 1
4 43 6
4 44 9
4 45 5
4 46 5
4 47 9
4 48 7
4 49 6
4 50 4
4 51 5
4 52 9
4 53 6
4 54 3
4 55 9
4 56 8
4 57 1
4 58 7
4 59 4
4 60 5
4 61 6
4 62 6
4 63 3
4 64 2
4 65 2
4 66 2
4 67 10
4 68 9
4 69 5
4 70 1
4 71 5
4 72 10
4 73 7
4 74 2
4 75 6
4 76 8
4 77 1
4 78 5
4 79 1
4 80 10
4 81 10
4 82 3
4 83 9
4 84 8
4 85 3
4 86 6
4 87 8
4 88 8
4 89 9
4 90 9
4 91 1
4 92 1
4 93 1
4 94 2
4 95 6
4 96 4
4 97 8
4 98 6
4 99 9
4 100 2
5 1 4
5 2 2
5 3 9
5 4 3
5 6 9
5 7 6
5 8 1
5 9 8
5 10 6
5 11 7
5 12 8
5 13 5
5 14 1
5 15 3
5 16 9
5 17 6
5 18 5
5 19 7
5 20 8
5 21 3
5 22 5
5 23 4
5 24 4
5 25 6
5 26 10
5 27 8
5 28 1
5 29 1
5 30 3
5 31 3
5 32 2
5 33 5
5 34 1
5 35 8
5 36 3
5 37 10
5 38 10
5 39 3
5 40 2
5 41 8
5 42 9
5 43 7
5 44 7
5 45 8
5 46 5
5 47 4
5 48 6
5 49 10
5 50 9
5 51 10
5 52 10
5 53 9
5 54 7
5 55 8
5 56 5
5 57 6
5 58 1
5 59 8
5 60 10
5 61 3
5 62 1
5 63 8
5 64 3
5 65 6
5 66 7
5 67 6
5 68 7
5 69 2
5 70 5
5 71 9
5 72 3
5 73 2
5 74 3
5 75 2
5 76 3
5 77 2
5 78 8
5 79 10
5 80 1
5 81 3
5 82 9
5 83 3
5 84 4
5 85 3
5 86 1
5 87 2
5 88 8
5 89 2
5 90 9
5 91 1
5 92 5
5 93 4
5 94 3
5 95 9
5 96 2
5 97 3
5 98 2
5 99 6
5 100 10
6 1 8
6 2 10
6 3 1
6 4 6
6 5 3
6 7 2
6 8 4
6 9 8
6 10 7
6 11 5
6 12 9
6 13 5
6 14 2
6 15 3
6 16 3
6 17 7
6 18 9
6 19 10
6 20 5
6 21 8
6 22 8
6 23 8
6 24 4
6 25 4
6 26 9
6 27 8
6 28 1
6 29 6
6 30 6
6 31 4
6 32 8
6 33 2
6 34 5
6 35 3
6 36 4
6 37 2
6 38 8
6 39 8
6 40 10
6 41 5
6 42 2
6 43 1
6 44 3
6 45 6
6 46 4
6 47 3
6 48 5
6 49 9
6 50 5
6 51 1
6 52 3
6 53 4
6 54 8
6 55 4
6 56 3
6 57 2
6 58 2
6 59 2
6 60 9
6 61 10
6 62 6
6 63 10
6 64 6
6 65 1
6 66 5
6 67 5
6 68 1
6 69 9
6 70 6
6 71 10
6 72 2
6 73 5
6 74 6
6 75 7
6 76 6
6 77 9
6 78 5
6 79 8
6 80 3
6 81 8
6 82 1
6 83 4
6 84 9
6 85 3
6 86 3
6 87 6
6 88 2
6 89 7
6 90 6
6 91 10
6 92 5
6 93 3
6 94 1
6 95 4
6 96 9
6 97 6
6 98 9
6 99 3
6 100 1
7 1 10
7 2 10
7 3 3
7 4 2
7 5 6
7 6 9
7 8 3
7 9 5
7 10 4
7 11 6
7 12 7
7 13 1
7 14 10
7 15 8
7 16 4
7 17 8
7 18 6
7 19 5
7 20 3
7 21 9
7 22 2
7 23 2
7 24 8
7 25 6
7 26 2
7 27 2
7 28 1
7 29 1
7 30 1
7 31 8
7 32 3
7 33 6
7 34 2
7 35 2
7 36 2
7 37 5
7 38 5
7 39 6
7 40 3
7 41 9
7 42 6
7 43 3
7 44 10
7 45 1
7 46 4
7 47 10
7 48 10
7 49 2
7 50 10
7 51 9
7 52 7
7 53 10
7 54 9
7 55 1
7 56 5
7 57 9
7 58 9
7 59 8
7 60 6
7 61 8
7 62 7
7 63 2
7 64 9
7 65 6
7 66 7
7 67 9
7 68 4
7 69 8
7 70 4
7 71 3
7 72 9
7 73 10
7 74 7
7 75 2
7 76 3
7 77 9
7 78 2
7 79 9
7 80 2
7 81 6
7 82 4
7 83 3
7 84 8
7 85 8
7 86 1
7 87 9
7 88 2
7 89 6
7 90 10
7 91 10
7 92 9
7 93 5
7 94 2
7 95 7
7 96 8
7 97 2
7 98 2
7 99 3
7 100 2
8 1 8
8 2 3
8 3 2
8 4 9
8 5 5
8 6 10
8 7 1
8 9 5
8 10 10
8 11 3
8 12 10
8 13 4
8 14 9
8 15 2
8 16 9
8 17 1
8 18 7
8 19 10
8 20 3
8 21 9
8 22 4
8 23 2
8 24 1
8 25 2
8 26 8
8 27 4
8 28 10
8 29 3
8 30 6
8 31 9
8 32 9
8 33 2
8 34 2
8 35 6
8 36 3
8 37 7
8 38 4
8 39 2
8 40 9
8 41 7
8 42 4
8 43 9
8 44 4
8 45 9
8 46 7
8 47 5
8 48 7
8 49 6
8 50 8
8 51 8
8 52 5
8 53 6
8 54 10
8 55 10
8 56 3
8 57 7
8 58 3
8 59 1
8 60 5
8 61 5
8 62 8
8 63 9
8 64 3
8 65 10
8 66 7
8 67 3
8 68 8
8 69 4
8 70 2
8 71 4
8 72 8
8 73 9
8 74 1
8 75 7
8 76 1
8 77 6
8 78 7
8 79 3
8 80 2
8 81 1
8 82 3
8 83 5
8 84 7
8 85 10
8 86 9
8 87 1
8 88 3
8 89 5
8 90 7
8 91 5
8 92 1
8 93 6
8 94 10
8 95 7
8 96 8
8 97 6
8 98 4
8 99 7
8 100 6
9 1 2
9 2 4
9 3 3
9 4 10
9 5 7
9 6 4
9 7 7
9 8 7
9 10 2
9 11 10
9 12 1
9 13 10
9 14 1
9 15 6
9 16 6
9 17 8
9 18 2
9 19 4
9 20 9
9 21 5
9 22 1
9 23 10
9 24 7
9 25 1
9 26 6
9 27 1
9 28 4
9 29 3
9 30 6
9 31 2
9 32 6
9 33 1
9 34 2
9 35 5
9 36 8
9 37 7
9 38 9
9 39 9
9 40 8
9 41 4
9 42 5
9 43 3
9 44 7
9 45 2
9 46 5
9 47 2
9 48 2
9 49 9
9 50 2
9 51 9
9 52 7
9 53 1
9 54 5
9 55 10
9 56 7
9 57 10
9 58 4
9 59 2
9 60 1
9 61 6
9 62 8
9 63 6
9 64 10
9 65 10
9 66 1
9 67 3
9 68 8
9 69 1
9 70 10
9 71 7
9 72 6
9 73 7
9 74 5
9 75 10
9 76 10
9 77 1
9 78 7
9 79 1
9 80 6
9 81 2
9 82 5
9 83 6
9 84 3
9 85 10
9 86 1
9 87 4
9 88 8
9 89 6
9 90 7
9 91 4
9 92 7
9 93 1
9 94 2
9 95 8
9 96 1
9 97 2
9 98 9
9 99 5
9 100 8
10 1 3
10 2 3
10 3 2
10 4 9
10 5 3
10 6 5
10 7 2
10 8 6
10 9 10
10 11 1
10 12 9
10 13 5
10 14 10
10 15 9
10 16 8
10 17 7
10 18 2
10 19 7
10 20 6
10 21 10
10 22 8
10 23 4
10 24 5
10 25 1
10 26 2
10 27 9
10 28 8
10 29 8
10 30 2
10 31 6
10 32 8
10 33 3
10 34 1
10 35 10
10 36 4
10 37 9
10 38 10
10 39 5
10 40 4
10 41 6
10 42 1
10 43 6
10 44 10
10 45 7
10 46 8
10 47 1
10 48 4
10 49 10
10 50 8
10 51 10
10 52 10
10 53 3
10 54 9
10 55 7
10 56 6
10 57 9
10 58 9
10 59 5
10 60 4
10 61 3
10 62 9
10 63 5
10 64 8
10 65 10
10 66 6
10 67 5
10 68 3
10 69 1
10 70 8
10 71 4
10 72 10
10 73 4
10 74 3
10 75 10
10 76 2
10 77 2
10 78 7
10 79 8
10 80 7
10 81 6
10 82 9
10 83 1
10 84 4
10 85 4
10 86 4
10 87 4
10 88 6
10 89 10
10 90 3
10 91 10
10 92 3
10 93 10
10 94 5
10 95 5
10 96 6
10 97 10
10 98 9
10 99 5
10 100 5
11 1 7
11 2 8
11 3 1
11 4 5
11 5 7
11 6 8
11 7 10
11 8 10
11 9 2
11 10 2
11 12 6
11 13 6
11 14 5
11 15 3
11 16 4
11 17 5
11 18 5
11 19 2
11 20 2
11 21 3
11 22 8
11 23 6
11 24 3
11 25 10
11 26 5
11 27 3
11 28 3
11 29 3
11 30 1
11 31 7
11 32 7
11 33 5
11 34 10
11 35 2
11 36 10
11 37 10
11 38 10
11 39 10
11 40 7
11 41 3
11 42 8
11 43 6
11 44 7
11 45 7
11 46 8
11 47 8
11 48 6
11 49 2
11 50 1
11 51 3
11 52 10
11 53 8
11 54 10
11 55 8
11 56 1
11 57 10
11 58 8
11 59 2
11 60 1
11 61 2
11 62 8
11 63 5
11 64 9
11 65 10
11 66 3
11 67 9
11 68 4
11 69 9
11 70 8
11 71 3
11 72 2
11 73 3
11 74 3
11 75 3
11 76 6
11 77 6
11 78 10
11 79 9
11 80 7
11 81 2
11 82 3
11 83 2
11 84 10
11 85 10
11 86 8
11 87 1
11 88 2
11 89 9
11 90 10
11 91 4
11 92 5
11 93 3
11 94 3
11 95 7
11 96 1
11 97 8
11 98 4
11 99 2
11 100 10
12 1 9
12 2 2
12 3 3
12 4 10
12 5 2
12 6 7
12 7 4
12 8 4
12 9 2
12 10 2
12 11 2
12 13 7
12 14 9
12 15 3
12 16 8
12 17 4
12 18 3
12 19 1
12 20 4
12 21 2
12 22 7
12 23 9
12 24 10
12 25 6
12 26 6
12 27 7
12 28 2
12 29 5
12 30 9
12 31 10
12 32 1
12 33 6
12 34 1
12 35 7
12 36 4
12 37 8
12 38 6
12 39 9
12 40 10
12 41 3
12 42 1
12 43 5
12 44 1
12 45 9
12 46 4
12 47 8
12 48 10
12 49 5
12 50 4
12 51 1
12 52 7
12 53 1
12 54 6
12 55 4
12 56 2
12 57 7
12 58 10
12 59 4
12 60 8
12 61 2
12 62 9
12 63 2
12 64 1
12 65 2
12 66 3
12 67 6
12 68 1
12 69 5
12 70 7
12 71 3
12 72 4
12 73 4
12 74 7
12 75 8
12 76 8
12 77 5
12 78 2
12 79 7
12 80 9
12 81 10
12 82 4
12 83 9
12 84 5
12 85 2
12 86 1
12 87 9
12 88 1
12 89 4
12 90 1
12 91 7
12 92 1
12 93 9
12 94 4
12 95 8
12 96 3
12 97 9
12 98 2
12 99 9
12 100 2
13 1 4
13 2 6
13 3 7
13 4 7
13 5 2
13 6 4
13 7 8
13 8 7
13 9 6
13 10 1
13 11 4
13 12 2
13 14 5
13 15 1
13 16 9
13 17 3
13 18 4
13 19 2
13 20 9
13 21 1
13 22 1
13 23 7
13 24 3
13 25 8
13 26 2
13 27 7
13 28 4
13 29 2
13 30 6
13 31 1
13 32 3
13 33 3
13 34 10
13 35 3
13 36 2
13 37 1
13 38 5
13 39 9
13 40 5
13 41 10
13 42 4
13 43 3
13 44 9
13 45 9
13 46 7
13 47 2
13 48 10
13 49 2
13 50 5
13 51 5
13 52 2
13 53 9
13 54 6
13 55 4
13 56 5
13 57 6
13 58 5
13 59 10
13 60 10
13 61 9
13 62 5
13 63 1
13 64 8
13 65 1
13 66 9
13 67 4
13 68 6
13 69 1
13 70 1
13 71 1
13 72 6
13 73 6
13 74 7
13 75 5
13 76 4
13 77 9
13 78 3
13 79 10
13 80 1
13 81 3
13 82 1
13 83 1
13 84 4
13 85 8
13 86 7
13 87 7
13 88 4
13 89 3
13 90 8
13 91 10
13 92 8
13 93 4
13 94 5
13 95 2
13 96 7
13 97 1
13 98 4
13 99 2
13 100 10
14 1 8
14 2 9
14 3 9
14 4 3
14 5 7
14 6 10
14 7 8
14 8 3
14 9 1
14 10 5
14 11 2
14 12 5
14 13 10
14 15 1
14 16 8
14 17 1
14 18 2
14 19 6
14 20 5
14 21 5
14 22 2
14 23 6
14 24 7
14 25 4
14 26 8
14 27 10
14 28 4
14 29 1
14 30 1
14 31 9
14 32 9
14 33 2
14 34 7
14 35 4
14 36 3
14 37 3
14 38 4
14 39 10
14 40 2
14 41 3
14 42 4
14 43 3
14 44 8
14 45 1
14 46 4
14 47 2
14 48 2
14 49 5
14 50 6
14 51 10
14 52 9
14 53 3
14 54 1
14 55 6
14 56 7
14 57 6
14 58 3
14 59 10
14 60 8
14 61 5
14 62 6
14 63 10
14 64 6
14 65 4
14 66 7
14 67 4
14 68 10
14 69 8
14 70 2
14 71 7
14 72 5
14 73 1
14 74 3
14 75 8
14 76 10
14 77 8
14 78 1
14 79 7
14 80 6
14 81 10
14 82 1
14 83 2
14 84 9
14 85 9
14 86 6
14 87 8
14 88 1
14 89 5
14 90 7
14 91 1
14 92 6
14 93 9
14 94 10
14 95 6
14 96 3
14 97 8
14 98 4
14 99 10
14 100 9
15 1 7
15 2 4
15 3 5
15 4 3
15 5 9
15 6 8
15 7 7
15 8 4
15 9 5
15 10 9
15 11 7
15 12 10
15 13 10
15 14 10
15 16 4
15 17 4
15 18 8
15 19 10
15 20 7
15 21 5
15 22 6
15 23 7
15 24 1
15 25 2
15 26 8
15 27 2
15 28 6
15 29 4
15 30 6
15 31 9
15 32 5
15 33 6
15 34 4
15 35 2
15 36 1
15 37 2
15 38 6
15 39 10
15 40 4
15 41 3
15 42 1
15 43 3
15 44 7
15 45 4
15 46 5
15 47 2
15 48 10
15 49 7
15 50 7
15 51 1
15 52 5
15 53 5
15 54 5
15 55 6
15 56 8
15 57 4
15 58 9
15 59 8
15 60 4
15 61 4
15 62 7
15 63 4
15 64 7
15 65 2
15 66 1
15 67 10
15 68 9
15 69 8
15 70 5
15 71 9
15 72 4
15 73 1
15 74 3
15 75 7
15 76 7
15 77 9
15 78 9
15 79 1
15 80 1
15 81 8
15 82 7
15 83 5
15 84 10
15 85 9
15 86 1
15 87 10
15 88 2
15 89 2
15 90 3
15 91 9
15 92 6
15 93 6
15 94 9
15 95 5
15 96 10
15 97 6
15 98 7
15 99 6
15 100 4
16 1 9
16 2 8
16 3 3
16 4 8
16 5 6
16 6 3
16 7 6
16 8 2
16 9 1
16 10 4
16 11 10
16 12 4
16 13 6
16 14 6
16 15 10
16 17 5
16 18 9
16 19 8
16 20 4
16 21 7
16 22 4
16 23 5
16 24 4
16 25 1
16 26 5
16 27 5
16 28 2
16 29 7
16 30 10
16 31 4
16 32 2
16 33 8
16 34 4
16 35 6
16 36 10
16 37 8
16 38 7
16 39 6
16 40 1
16 41 4
16 42 2
16 43 6
16 44 2
16 45 4
16 46 6
16 47 4
16 48 4
16 49 4
16 50 8
16 51 7
16 52 9
16 53 7
16 54 8
16 55 4
16 56 5
16 57 7
16 58 2
16 59 3
16 60 1
16 61 3
16 62 3
16 63 2
16 64 2
16 65 9
16 66 7
16 67 1
16 68 8
16 69 2
16 70 1
16 71 8
16 72 8
16 73 5
16 74 4
16 75 4
16 76 6
16 77 3
16 78 10
16 79 4
16 80 7
16 81 10
16 82 3
16 83 10
16 84 10
16 85 9
16 86 2
16 87 5
16 88 8
16 89 3
16 90 4
16 91 1
16 92 1
16 93 10
16 94 4
16 95 4
16 96 6
16 97 4
16 98 3
16 99 1
16 100 8
17 1 1
17 2 7
17 3 2
17 4 5
17 5 3
17 6 2
17 7 8
17 8 3
17 9 5
17 10 3
17 11 6
17 12 1
17 13 7
17 14 6
17 15 8
17 16 6
17 18 7
17 19 8
17 20 7
17 21 2
17 22 1
17 23 8
17 24 6
17 25 10
17 26 9
17 27 9
17 28 7
17 29 7
17 30 1
17 31 4
17 32 1
17 33 6
17 34 8
17 35 2
17 36 8
17 37 1
17 38 9
17 39 2
17 40 9
17 41 2
17 42 9
17 43 10
17 44 7
17 45 5
17 46 9
17 47 1
17 48 1
17 49 4
17 50 6
17 51 8
17 52 7
17 53 10
17 54 9
17 55 10
17 56 10
17 57 3
17 58 6
17 59 9
17 60 9
17 61 7
17 62 9
17 63 6
17 64 3
17 65 6
17 66 5
17 67 6
17 68 5
17 69 10
17 70 10
17 71 8
17 72 9
17 73 8
17 74 4
17 75 6
17 76 8
17 77 5
17 78 7
17 79 10
17 80 7
17 81 6
17 82 9
17 83 10
17 84 10
17 85 8
17 86 6
17 87 4
17 88 8
17 89 3
17 90 8
17 91 5
17 92 10
17 93 6
17 94 1
17 95 9
17 96 6
17 97 10
17 98 3
17 99 1
17 100 5
18 1 4
18 2 4
18 3 5
18 4 7
18 5 3
18 6 6
18 7 5
18 8 5
18 9 9
18 10 4
18 11 9
18 12 2
18 13 9
18 14 2
18 15 4
18 16 7
18 17 3
18 19 8
18 20 7
18 21 8
18 22 6
18 23 2
18 24 10
18 25 1
18 26 6
18 27 9
18 28 9
18 29 8
18 30 3
18 31 8
18 32 10
18 33 7
18 34 3
18 35 10
18 36 9
18 37 1
18 38 6
18 39 8
18 40 1
18 41 5
18 42 8
18 43 6
18 44 5
18 45 6
18 46 2
18 47 3
18 48 8
18 49 3
18 50 1
18 51 2
18 52 10
18 53 1
18 54 5
18 55 2
18 56 2
18 57 8
18 58 3
18 59 7
18 60 4
18 61 1
18 62 3
18 63 1
18 64 4
18 65 3
18 66 9
18 67 6
18 68 1
18 69 5
18 70 4
18 71 10
18 72 2
18 73 4
18 74 6
18 75 7
18 76 4
18 77 1
18 78 8
18 79 7
18 80 8
18 81 7
18 82 9
18 83 6
18 84 3
18 85 7
18 86 2
18 87 6
18 88 9
18 89 3
18 90 8
18 91 9
18 92 10
18 93 5
18 94 1
18 95 7
18 96 10
18 97 10
18 98 8
18 99 10
18 100 5
19 1 9
19 2 3
19 3 2
19 4 1
19 5 1
19 6 10
19 7 10
19 8 8
19 9 9
19 10 8
19 11 7
19 12 7
19 13 5
19 14 7
19 15 2
19 16 3
19 17 2
19 18 3
19 20 9
19 21 7
19 22 1
19 23 1
19 24 4
19 25 10
19 26 8
19 27 2
19 28 8
19 29 5
19 30 3
19 31 2
19 32 9
19 33 5
19 34 9
19 35 4
19 36 6
19 37 2
19 38 9
19 39 9
19 40 3
19 41 6
19 42 10
19 43 10
19 44 5
19 45 1
19 46 8
19 47 8
19 48 8
19 49 9
19 50 4
19 51 6
19 52 4
19 53 5
19 54 8
19 55 2
19 56 7
19 57 5
19 58 7
19 59 5
19 60 3
19 61 3
19 62 5
19 63 10
19 64 3
19 65 5
19 66 1
19 67 4
19 68 4
19 69 1
19 70 9
19 71 7
19 72 9
19 73 6
19 74 4
19 75 1
19 76 2
19 77 2
19 78 4
19 79 1
19 80 6
19 81 2
19 82 9
19 83 9
19 84 1
19 85 7
19 86 5
19 87 5
19 88 8
19 89 3
19 90 10
19 91 7
19 92 10
19 93 3
19 94 7
19 95 6
19 96 9
19 97 7
19 98 5
19 99 2
19 100 4
20 1 1
20 2 6
20 3 4
20 4 8
20 5 7
20 6 7
20 7 8
20 8 5
20 9 3
20 10 10
20 11 10
20 12 5
20 13 8
20 14 7
20 15 7
20 16 9
20 17 9
20 18 2
20 19 2
20 21 9
20 22 6
20 23 6
20 24 6
20 25 1
20 26 4
20 27 2
20 28 10
20 29 7
20 30 6
20 31 7
20 32 3
20 33 5
20 34 5
20 35 9
20 36 3
20 37 4
20 38 7
20 39 4
20 40 6
20 41 4
20 42 1
20 43 2
20 44 5
20 45 8
20 46 3
20 47 10
20 48 10
20 49 6
20 50 2
20 51 10
20 52 3
20 53 6
20 54 5
20 55 3
20 56 7
20 57 1
20 58 8
20 59 1
20 60 3
20 61 1
20 62 8
20 63 1
20 64 10
20 65 2
20 66 6
20 67 1
20 68 10
20 69 2
20 70 4
20 71 9
20 72 2
20 73 9
20 74 6
20 75 7
20 76 7
20 77 6
20 78 9
20 79 2
20 80 1
20 81 5
20 82 1
20 83 7
20 84 7
20 85 10
20 86 9
20 87 7
20 88 6
20 89 7
20 90 6
20 91 2
20 92 1
20 93 3
20 94 6
20 95 5
20 96 4
20 97 4
20 98 7
20 99 8
20 100 3
21 1 7
21 2 4
21 3 3
21 4 6
21 5 5
21 6 3
21 7 6
21 8 8
21 9 10
21 10 7
21 11 7
21 12 9
21 13 3
21 14 7
21 15 6
21 16 2
21 17 10
21 18 6
21 19 7
21 20 1
21 22 5
21 23 7
21 24 8
21 25 3
21 26 5
21 27 8
21 28 9
21 29 1
21 30 1
21 31 2
21 32 1
21 33 8
21 34 7
21 35 3
21 36 4
21 37 3
21 38 5
21 39 9
21 40 2
21 41 8
21 42 4
21 43 5
21 44 6
21 45 7
21 46 10
21 47 1
21 48 10
21 49 6
21 50 2
21 51 7
21 52 9
21 53 10
21 54 10
21 55 3
21 56 1
21 57 9
21 58 10
21 59 4
21 60 7
21 61 10
21 62 3
21 63 5
21 64 10
21 65 9
21 66 4
21 67 4
21 68 3
21 69 2
21 70 1
21 71 1
21 72 10
21 73 1
21 74 8
21 75 5
21 76 8
21 77 6
21 78 10
21 79 1
21 80 6
21 81 2
21 82 8
21 83 9
21 84 10
21 85 6
21 86 1
21 87 5
21 88 6
21 89 1
21 90 9
21 91 9
21 92 1
21 93 10
21 94 5
21 95 1
21 96 2
21 97 8
21 98 5
21 99 10
21 100 4
22 1 10
22 2 6
22 3 4
22 4 3
22 5 7
22 6 7
22 7 2
22 8 7
22 9 6
22 10 2
22 11 8
22 12 1
22 13 1
22 14 1
22 15 5
22 16 1
22 17 3
22 18 10
22 19 6
22 20 3
22 21 7
22 23 3
22 24 1
22 25 8
22 26 2
22 27 8
22 28 3
22 29 7
22 30 1
22 31 8
22 32 9
22 33 4
22 34 4
22 35 5
22 36 8
22 37 4
22 38 8
22 39 7
22 40 6
22 41 6
22 42 4
22 43 7
22 44 4
22 45 4
22 46 9
22 47 2
22 48 5
22 49 2
22 50 5
22 51 8
22 52 4
22 53 7
22 54 2
22 55 8
22 56 2
22 57 8
22 58 5
22 59 2
22 60 8
22 61 6
22 62 1
22 63 2
22 64 1
22 65 8
22 66 7
22 67 6
22 68 9
22 69 4
22 70 2
22 71 8
22 72 5
22 73 7
22 74 5
22 75 7
22 76 2
22 77 8
22 78 5
22 79 9
22 80 7
22 81 2
22 82 4
22 83 1
22 84 10
22 85 2
22 86 6
22 87 7
22 88 4
22 89 2
22 90 7
22 91 3
22 92 1
22 93 3
22 94 6
22 95 1
22 96 4
22 97 10
22 98 7
22 99 7
22 100 2
23 1 10
23 2 4
23 3 9
23 4 9
23 5 7
23 6 2
23 7 7
23 8 9
23 9 2
23 10 7
23 11 10
23 12 9
23 13 2
23 14 10
23 15 5
23 16 5
23 17 9
23 18 10
23 19 7
23 20 10
23 21 5
23 22 7
23 24 6
23 25 2
23 26 5
23 27 2
23 28 3
23 29 6
23 30 8
23 31 9
23 32 3
23 33 5
23 34 1
23 35 8
23 36 10
23 37 1
23 38 8
23 39 10
23 40 2
23 41 1
23 42 5
23 43 1
23 44 3
23 45 2
23 46 4
23 47 4
23 48 2
23 49 1
23 50 4
23 51 8
23 52 1
23 53 4
23 54 3
23 55 4
23 56 2
23 57 10
23 58 10
23 59 8
23 60 5
23 61 8
23 62 2
23 63 2
23 64 3
23 65 4
23 66 2
23 67 4
23 68 3
23 69 6
23 70 9
23 71 3
23 72 6
23 73 7
23 74 9
23 75 6
23 76 7
23 77 6
23 78 4
23 79 6
23 80 4
23 81 1
23 82 6
23 83 2
23 84 8
23 85 4
23 86 7
23 87 9
23 88 5
23 89 4
23 90 7
23 91 7
23 92 9
23 93 4
23 94 10
23 95 5
23 96 3
23 97 1
23 98 7
23 99 5
23 100 2
24 1 3
24 2 2
24 3 10
24 4 1
24 5 10
24 6 3
24 7 4
24 8 9
24 9 9
24 10 4
24 11 1
24 12 1
24 13 8
24 14 2
24 15 1
24 16 3
24 17 7
24 18 2
24 19 1
24 20 2
24 21 2
24 22 7
24 23 3
24 25 2
24 26 9
24 27 2
24 28 5
24 29 3
24 30 7
24 31 9
24 32 4
24 33 9
24 34 2
24 35 9
24 36 2
24 37 8
24 38 1
24 39 3
24 40 7
24 41 1
24 42 10
24 43 6
24 44 4
24 45 6
24 46 8
24 47 3
24 48 7
24 49 5
24 50 9
24 51 4
24 52 8
24 53 6
24 54 1
24 55 5
